id,year,Latitude,Longtitude,location,country,main_descriptor,secondary_descriptor,additional_descriptor,depth,exp_year,soc.value,soc.value_units,labmethod,crop,soil type,average slope,average elevation
21,2020,16.733,103.117,Khon Kaen,Thailand,Land use,Perennial,Monocrop,0-10,20,5.7,g_kg,Pyrolysis,Rubber,Alfisols (Yang Talat series),NA,NA
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,25-60,NA,5.7,g_kg,Dry combustion,Maize,Vertic Luvisol,61,432.5
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.6,5.7,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 60 t/ha empty fruit bunches,55-100,27,5.715,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
90,2011,14.917,103.417,Korat Plateau,Thailand,Intervention,Fertilization,Without fertilization,0-10,0,5.8,g_kg,Walkley and Black,Rice,NA,NA,NA
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,53-80,NA,5.8,g_kg,Dry combustion,Cassava,Stagnic Alisol,13,432.5
103,2004,-4,105,"Gunung Batin, Kampung Tua, Province of Lampung",Indonesia,Land use,Perennial,Monocrop,28-38,13,5.825932504,g_kg,CN analyzer,Rubber,Typic Haploxerepts,NA,NA
103,2004,-4,105,"Gunung Batin, Kampung Tua, Province of Lampung",Indonesia,Land use,Perennial,Rotation,28-38,25,5.896980462,g_kg,CN analyzer,"Jackfruit, Jambu, Banana, Papaya, Rambutan, Mango, Chilli, Cucumber, Tomato, Cassava",Typic Haploxerepts,NA,NA
46,2021,21.852,94.847,Myaing,Myanmar,Land use,Annual,Monocrop,0-10,3,5.916398714,g_kg,Dry combustion,Onion,NA,NA,NA
138,2019,14.942,101.976,Mun River Basin,Thailand,Land use,Annual,Monocrop,30-40,NA,5.92,g_kg,CN analyzer,Rice,NA,NA,NA
138,2019,14.942,101.976,Mun River Basin,Thailand,Land use,Annual,Monocrop,100-110,NA,5.92,g_kg,CN analyzer,Rice,NA,NA,NA
138,2019,14.942,101.976,Mun River Basin,Thailand,Land use,Annual,Monocrop,90-100,NA,5.93,g_kg,CN analyzer,Rice,NA,NA,NA
142,2018,-7.1039,111.3331,Jakenan,Indonesia,Intervention,Others,With irrigation - AWD type,0-20,0,5.93,g_kg,Dry combustion,Rice,NA,NA,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.6,5.966,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
33,2020,15.417,102.833,Maha Sarakham,Thailand,Intervention,Fertilization,With fertilization - Continuous compost amendment,0-20,10,5.97,g_kg,Walkley and Black,Rice,"Plinthic Endoaqualfs, Plinthic Paleaquults, Fluvaquentic Endoaquepts, Aeric Endoaqualfs, Aeric Kandiaquults. Typic Halaquepts. Aeric Kandiaquults, Ultic Halpustalfs, Typic Paleustults, Typic Haplustalfs, Aeric Kandiaquults, Ustic Endoaquerts",NA,180
140,2019,-0.917,101.467,Dharmasraya,Indonesia,Land use,Perennial,Monocrop,70-80,21,5.98,g_kg,CN analyzer,Rubber,Typic Dystrudepts,NA,120
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.005,5.988,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
90,2011,14.917,103.417,Korat Plateau,Thailand,Intervention,Fertilization,With fertilization – Green manure (6.25 Mg/ha),10-20,0,6,g_kg,Walkley and Black,Rice,NA,NA,NA
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,13-30,NA,6,g_kg,Dry combustion,Maize,Stagnic Alisol,26,432.5
82,2008,16.467,102.8,Khon Kaen,Thailand,Intervention,Others,Initial,0-15,1,6.03,g_kg,Walkley and Black,NA,NA,NA,NA
138,2019,14.942,101.976,Mun River Basin,Thailand,Land use,Annual,Monocrop,80-90,NA,6.09,g_kg,CN analyzer,Rice,NA,NA,NA
140,2019,-0.917,101.467,Dharmasraya,Indonesia,Land use,Perennial,Monocrop,70-80,12,6.11,g_kg,CN analyzer,Rubber,Typic Dystrudepts,NA,120
138,2019,14.942,101.976,Mun River Basin,Thailand,Land use,Annual,Monocrop,20-30,NA,6.12,g_kg,CN analyzer,Rice,NA,NA,NA
138,2019,14.551,104.937,Mun River Basin,Thailand,Land use,Perennial,Monocrop,20-30,NA,6.16,g_kg,CN analyzer,Oak,NA,NA,NA
161,2020,10.244,106.373,Bến Tre,Vietnam,Land use,Annual,Monocrop,0-10,9,6.2,g_kg,Dry combustion,Rice,NA,NA,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.6,6.226,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 60 t/ha.2 years empty fruit bunches,25-55,27,6.256,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.8,6.267,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
184,2011,13.509,101.779,Cha Cherngsao Province,Thailand,Land use,Annual,Monocrop,20-30,10,6.3,g_kg,CN analyzer,Maize,Alfisols,2,140
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,25-53,NA,6.3,g_kg,Dry combustion,Cassava,Stagnic Alisol,13,432.5
184,2011,13.514,101.769,Cha Cherngsao Province,Thailand,Land use,Annual,Monocrop,40-50,7,6.3,g_kg,CN analyzer,Maize,Alfisols,2,140
85,2009,17.319,104.852,NA,Laos,Land use,Annual,Monocrop,80-100,40,6.3,g_kg,"Heanes, 1984",Rice,Inceptisols,100,NA
90,2011,14.917,103.417,Korat Plateau,Thailand,Intervention,Fertilization,With fertilization – Rice straw (3.125 Mg/ha),10-20,0,6.4,g_kg,Walkley and Black,Rice,NA,NA,NA
67,2017,4.13,103.386,Cherating district,Malaysia,Land use,Perennial,Monocrop,0-10,42,6.4,g_kg,CN analyzer,Coconut,Typic Quartzipsamments,NA,NA
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Perennial,Rotation,26-65,NA,6.4,g_kg,Dry combustion,"Teak, Cassava",Haplic Cambisol,2,432.5
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Rotation,45-77,NA,6.4,g_kg,Dry combustion,"Cassava, Maize",Cutanic Luvisol,22,432.5
85,2009,17.319,104.852,NA,Laos,Land use,Perennial,Monocrop,60-80,NA,6.4,g_kg,"Heanes, 1984",Banana,Dystrochrepts,100,NA
29,2023,17.747,100.102,Mae Fak,Thailand,Land use,Annual,Rotation,0-30,38,6.438,g_kg,Walkley and Black,"Rice, Tobacco, Vegetables, Maize",Typic Tropaquepts,NA,NA
85,2009,17.319,104.852,NA,Laos,Land use,Annual,Monocrop,35-60,40,6.5,g_kg,"Heanes, 1984",Rice,Inceptisols,100,NA
140,2019,-0.917,101.467,Dharmasraya,Indonesia,Land use,Perennial,Monocrop,70-80,8,6.55,g_kg,CN analyzer,Rubber,Typic Dystrudepts,NA,120
184,2011,13.514,101.769,Cha Cherngsao Province,Thailand,Land use,Annual,Monocrop,30-40,7,6.6,g_kg,CN analyzer,Maize,Alfisols,2,140
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,5-10,0.6,6.636,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
29,2023,17.747,100.102,Mae Fak,Thailand,Land use,Annual,Monocrop,0-30,18,6.659,g_kg,Walkley and Black,Rice,Typic Tropaquepts,NA,NA
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,9-25,NA,6.7,g_kg,Dry combustion,Maize,Vertic Luvisol,61,432.5
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 90 t/ha.3 years empty fruit bunches,25-55,27,6.727,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
173,2022,8.9,99.4,"Ban Nasan district, Surat Thani Province",Thailand,Land use,Perennial,Monocrop,0-10,4.5,6.75,g_kg,CN analyzer,Rubber,Inceptisols,NA,NA
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 60 t/ha.3 years empty fruit bunches,25-55,27,6.774,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,5-10,0.8,6.796,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
175,2022,11.94,105.56,Kampong Cham,Cambodia,Land use,Perennial,Monocrop,15-30,60,6.8,g_kg,CN analyzer,Rubber,Ferralsols,< 3.5,57
103,2004,-4,105,"Gunung Batin, Kampung Tua, Province of Lampung",Indonesia,Land use,Annual,Monocrop,28-38,25,6.856127886,g_kg,CN analyzer,Cassava,Typic Haploxerepts,NA,NA
140,2019,-0.917,101.467,Dharmasraya,Indonesia,Land use,Perennial,Monocrop,70-80,14,6.87,g_kg,CN analyzer,Rubber,Typic Dystrudepts,NA,120
140,2019,-0.917,101.467,Dharmasraya,Indonesia,Land use,Perennial,Monocrop,20-30,11,6.91,g_kg,CN analyzer,Rubber,Typic Dystrudepts,NA,120
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 90 t/ha empty fruit bunches,25-55,27,6.915,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
92,2009,1.29,111.989,Lubok Antu,Malaysia,Land use,Annual,Monocrop,30-40,8.9,7,g_kg,CN analyzer,Pepper,NA,NA,< 500
46,2021,21.845,94.848,Myaing,Myanmar,Land use,Perennial,Monocrop,0-10,5,7.009646302,g_kg,Dry combustion,Tree orchard,NA,NA,NA
85,2009,17.319,104.852,NA,Laos,Land use,Annual,Monocrop,80-100,40,7.1,g_kg,"Heanes, 1984",Rice,Alfisols,100,NA
92,2009,1.29,111.989,Lubok Antu,Malaysia,Land use,Perennial,Monocrop,30-40,7.7,7.2,g_kg,CN analyzer,Oil palm,NA,NA,< 500
46,2021,21.846,94.841,Myaing,Myanmar,Land use,Annual,Monocrop,0-10,NA,7.218649518,g_kg,Dry combustion,Sesame,NA,NA,NA
184,2011,13.509,101.779,Cha Cherngsao Province,Thailand,Land use,Annual,Monocrop,10-20,10,7.3,g_kg,CN analyzer,Maize,Alfisols,2,140
85,2009,17.319,104.852,NA,Laos,Land use,Annual,Monocrop,110-200,40,7.3,g_kg,"Heanes, 1984",Rice,Alfisols,100,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.8,7.312,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
173,2022,8.9,99.4,"Ban Nasan district, Surat Thani Province",Thailand,Land use,Perennial,Monocrop,0-10,4.5,7.36,g_kg,CN analyzer,Rubber,Inceptisols,NA,NA
80,2002,18.067,120.533,Magnuang,Philippines,Land use,Annual,Rotation,50-75,1,7.366120219,g_kg,CN analyzer,"Sweet pepper, Indigo, Mung bean, Maize",NA,NA,59.5
90,2011,14.917,103.417,Korat Plateau,Thailand,Intervention,Fertilization,With fertilization – Rice straw (3.125 Mg/ha),0-10,0,7.4,g_kg,Walkley and Black,Rice,NA,NA,NA
80,2002,18.067,120.533,Magnuang,Philippines,Land use,Annual,Rotation,0-25,1,7.409836066,g_kg,CN analyzer,"Sweet pepper, Indigo, Mung bean, Maize",NA,NA,59.5
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.005,7.432,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
10,2021,14.798,100.8,Lopburi Seed Research and Development Center,Thailand,Intervention,Others,Without cover crop or mulching,0-15,5,7.45,g_kg,Walkley and Black,"Maize, Mung bean",Ultisols (Typic Paleustults),NA,86
80,2002,18.067,120.533,Magnuang,Philippines,Land use,Annual,Rotation,25-50,1,7.49726776,g_kg,CN analyzer,"Sweet pepper, Indigo, Mung bean, Maize",NA,NA,59.5
90,2011,14.917,103.417,Korat Plateau,Thailand,Intervention,Fertilization,With fertilization – Green manure (6.25 Mg/ha),0-10,0,7.5,g_kg,Walkley and Black,Rice,NA,NA,NA
92,2009,1.29,111.989,Lubok Antu,Malaysia,Land use,Perennial,Monocrop,30-40,28,7.5,g_kg,CN analyzer,Oil palm,NA,NA,< 500
98,2006,19.886,102.141,Luang Prabang,Laos,Land use,Perennial,Monocrop,60-80,NA,7.5,g_kg,CN analyzer,Banana,Alfisols,56,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,0-5,0.6,7.555,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
29,2023,17.747,100.102,Mae Fak,Thailand,Land use,Annual,Rotation,0-30,49,7.566,g_kg,Walkley and Black,"Rice, Shallots",Typic Tropaquepts,NA,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,5-10,0.8,7.597,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Perennial,Rotation,63-84,NA,7.6,g_kg,Dry combustion,"Cassava, Maize, Pinus",Hortic Anthrosol,8,432.5
98,2006,19.886,102.141,Luang Prabang,Laos,Land use,Perennial,Monocrop,55-75,NA,7.6,g_kg,CN analyzer,Job's tears,Alfisols,56,NA
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Perennial,Rotation,0-18,NA,7.7,g_kg,Dry combustion,"Cassava, Maize, Pinus",Hortic Anthrosol,8,432.5
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,5-10,0.6,7.716,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,5-10,0.6,7.716,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
112,2022,-6.774,107.522,West Java,Indonesia,Land use,Annual,Rotation,60-80,40,7.8,g_kg,Dry combustion,"Chayote, Cabbage, Green bean",NA,24.9,1132
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Preburning,5-10,0,7.806,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 90 t/ha empty fruit bunches,10-25,27,7.809,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
140,2019,-0.917,101.467,Dharmasraya,Indonesia,Land use,Perennial,Monocrop,20-30,19,7.9,g_kg,CN analyzer,Rubber,Typic Dystrudepts,NA,120
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,0-16,NA,7.9,g_kg,Dry combustion,Cassava,Cutanic Alisol,37,432.5
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,10-25,NA,7.9,g_kg,Dry combustion,Cassava,Stagnic Alisol,13,432.5
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Perennial,Rotation,18-48,NA,7.9,g_kg,Dry combustion,"Cassava, Maize, Pinus",Hortic Anthrosol,8,432.5
90,2011,14.917,103.417,Korat Plateau,Thailand,Intervention,Fertilization,With fertilization – Chemical fertilizer (37 kg N/ha + 37 kg P/ha + 18 kg K/ha),10-20,0,7.9,g_kg,Walkley and Black,Rice,NA,NA,NA
169,2022,20.963,101.389,Luang Namtha,Laos,Land use,Perennial,Monocrop,30-40,13,8,g_kg,Walkley and Black,Rubber,"Ferric Acrisols (village Phinhor, and Chalernsouk), and Ferric Alisols (village Namdee, and Sopsim)",63.5,> 500
92,2009,1.29,111.989,Lubok Antu,Malaysia,Land use,Perennial,Monocrop,30-40,23.8,8,g_kg,CN analyzer,Rubber,NA,NA,< 500
10,2021,14.798,100.8,Lopburi Seed Research and Development Center,Thailand,Intervention,Tillage,No tillage,0-15,5,8.01,g_kg,Walkley and Black,"Maize, Mung bean",Ultisols (Typic Paleustults),NA,86
80,2002,18.067,120.533,Magnuang,Philippines,Land use,Annual,Rotation,0-25,1,8.010928962,g_kg,CN analyzer,"Sweet pepper, Indigo",NA,NA,59.5
33,2020,15.417,102.833,Maha Sarakham,Thailand,Intervention,Fertilization,With fertilization – Rice straw,0-20,10,8.03,g_kg,Walkley and Black,Rice,"Plinthaquic Paleustults, Plinthic Endoaqualfs, Aeric Endoaqualfs, Fluvaquentic Endoaquepts, Aeric Plinthic Paleaquults, Typic Haplustalfs, Typic Paleustults, Aeric Kandiaquults, Grossarenic Halpustalfs, Plinthic Paleaquults, Ustic Endoaquerts",NA,180
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 30 t/ha.year empty fruit bunches,25-55,27,8.044,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
173,2022,8.9,99.4,"Ban Nasan district, Surat Thani Province",Thailand,Land use,Perennial,Monocrop,0-10,20,8.08,g_kg,CN analyzer,Rubber,Inceptisols,NA,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.005,8.086,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.8,8.098,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,0-14,NA,8.1,g_kg,Dry combustion,Cassava,Cutanic Alisol,58,432.5
98,2006,19.886,102.141,Luang Prabang,Laos,Land use,Perennial,Monocrop,20-35,NA,8.1,g_kg,CN analyzer,Banana,Dystrochrepts,56,NA
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 30 t/ha.2 years empty fruit bunches,25-55,27,8.138,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 30 t/ha.3 years empty fruit bunches,25-55,27,8.138,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
10,2021,14.798,100.8,Lopburi Seed Research and Development Center,Thailand,Intervention,Fertilization,With fertilization - 93.75 kg N/ha + 31.25 kg P2O5/ha + 31.25 kg K2O/ha,0-15,5,8.14,g_kg,Walkley and Black,"Maize, Mung bean",Ultisols (Typic Paleustults),NA,86
10,2021,14.798,100.8,Lopburi Seed Research and Development Center,Thailand,Intervention,Fertilization,Without fertilization,0-15,5,8.17,g_kg,Walkley and Black,"Maize, Mung bean",Ultisols (Typic Paleustults),NA,86
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,0-10,NA,8.2,g_kg,Dry combustion,Cassava,Stagnic Alisol,13,432.5
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Fallow,12.5-24,NA,8.2,g_kg,Dry combustion,Fallow,Cutanic Alisol,75,432.5
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Perennial,Rotation,48-63,NA,8.2,g_kg,Dry combustion,"Cassava, Maize, Pinus",Hortic Anthrosol,8,432.5
43,2021,-1.711,103.292,Province of Jambi,Indonesia,Land use,Perennial,Monocrop,20-30,13,8.210526316,g_kg,CN analyzer,Oil palm,"Gleysol, Acrisol",NA,NA
46,2021,21.848,94.839,Myaing,Myanmar,Land use,Annual,Monocrop,0-10,NA,8.279742765,g_kg,Dry combustion,"Peanut, Onion",NA,NA,NA
10,2021,14.798,100.8,Lopburi Seed Research and Development Center,Thailand,Intervention,Tillage,Conventional tillage,0-15,5,8.3,g_kg,Walkley and Black,"Maize, Mung bean",Ultisols (Typic Paleustults),NA,86
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,15-38,NA,8.3,g_kg,Dry combustion,Maize,Cutanic Luvisol,54,432.5
43,2021,-1.739,103.314,Province of Jambi,Indonesia,Land use,Perennial,Monocrop,30-50,12,8.368421053,g_kg,CN analyzer,Rubber,"Gleysol, Acrisol",NA,NA
80,2002,18.067,120.533,Magnuang,Philippines,Land use,Annual,Rotation,0-25,1,8.382513661,g_kg,CN analyzer,"Sweet pepper, Indigo",NA,NA,59.5
67,2017,4.13,103.386,Cherating district,Malaysia,Land use,Perennial,Monocrop,0-10,42,8.4,g_kg,CN analyzer,Mango,Typic Quartzipsamments,NA,NA
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,Without fertilization,10-25,27,8.42,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Fallow,0-5,NA,8.5,g_kg,Dry combustion,Fallow,Cutanic Alisol,26,432.5
85,2009,17.319,104.852,NA,Laos,Land use,Annual,Monocrop,35-60,40,8.5,g_kg,"Heanes, 1984",Rice,Alfisols,100,NA
173,2022,8.9,99.4,"Ban Nasan district, Surat Thani Province",Thailand,Land use,Perennial,Monocrop,0-10,4.5,8.53,g_kg,CN analyzer,Rubber,Inceptisols,NA,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.3,8.597,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Monocrop,0-20,NA,8.6,g_kg,Dry combustion,Cassava,Cutanic Alisol,18,432.5
30,2019,1.104,112.289,Kapuas Hulu regency,Indonesia,Land use,Agroforestry,Agroforestry,6-22,2,8.625,g_kg,CN analyzer,"Agroforestry, Cacao, Rubber, Banana",Stagnic Acrisol,NA,NA
85,2009,17.319,104.852,NA,Laos,Land use,Perennial,Monocrop,35-60,NA,8.7,g_kg,"Heanes, 1984",Banana,Dystrochrepts,100,NA
49,2017,21.7,105.2,Ham Yen district,Vietnam,Land use,Annual,Rotation,20-30,NA,8.769,g_kg,CN analyzer,"Imperata cylindrica, Rhodomytus tomentosa, Rice, Maize, Cassava",Acrisols,> 30,NA
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Annual,Rotation,14-45,NA,8.8,g_kg,Dry combustion,"Cassava, Maize",Cutanic Luvisol,22,432.5
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 90 t/ha.2 years empty fruit bunches,10-25,27,8.82,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
10,2021,14.798,100.8,Lopburi Seed Research and Development Center,Thailand,Intervention,Others,With cover crop or mulching - 3.125 t rice straw mulch/ha,0-15,5,8.86,g_kg,Walkley and Black,"Maize, Mung bean",Ultisols (Typic Paleustults),NA,86
95,2008,10.745,124.805,Baybay,Philippines,Land use,Perennial,Rotation,40-60,NA,8.887293611,g_kg,CN analyzer,"Native trees, Fruit trees","Typic Hapludult, Haplic Alisol",< 5,92.5
21,2020,13,101.45,Chachoengsao,Thailand,Land use,Annual,Rotation,0-10,NA,8.9,g_kg,Pyrolysis,"Cassava, Sugarcane",Ultisols (Kabin Buri series),NA,NA
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Perennial,Monocrop,0-10,NA,8.9,g_kg,Dry combustion,Mango orchard,Cutanic Alisol,10,432.5
95,2008,10.746,124.804,Baybay,Philippines,Land use,Perennial,Monocrop,40-60,NA,8.987796123,g_kg,CN analyzer,Mahogany,"Typic Hapludult, Haplic Alisol",< 5,92.5
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,30-40,0.3,8.992,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,5-10,0.005,8.994,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
85,2009,17.319,104.852,NA,Laos,Land use,Annual,Monocrop,75-110,40,9,g_kg,"Heanes, 1984",Rice,Alfisols,100,NA
173,2022,8.9,99.4,"Ban Nasan district, Surat Thani Province",Thailand,Land use,Perennial,Monocrop,0-10,20,9.06,g_kg,CN analyzer,Rubber,Inceptisols,NA,NA
192,2004,1.05,110.916,Sabal,Malaysia,Intervention,Others,Postburning,5-10,0.8,9.071,g_kg,CN analyzer,NA,Oxyaquic or Spodic Quattzipsamments,13.7,60
184,2011,13.513,101.778,Cha Cherngsao Province,Thailand,Land use,Annual,Monocrop,30-40,3,9.1,g_kg,CN analyzer,Maize,Alfisols,2,140
49,2017,21.7,105.2,Ham Yen district,Vietnam,Land use,Perennial,Monocrop,20-30,5.5,9.136,g_kg,CN analyzer,Acacia,Acrisols,> 30,NA
140,2019,-0.917,101.467,Dharmasraya,Indonesia,Land use,Perennial,Monocrop,20-30,17,9.21,g_kg,CN analyzer,Rubber,Typic Dystrudepts,NA,120
140,2019,-0.917,101.467,Dharmasraya,Indonesia,Land use,Perennial,Monocrop,20-30,16,9.25,g_kg,CN analyzer,Rubber,Typic Dystrudepts,NA,120
160,2010,21.018,104.32,Chiềng Khoi,Vietnam,Land use,Perennial,Rotation,12-26,NA,9.3,g_kg,Dry combustion,"Teak, Cassava",Haplic Cambisol,2,432.5
184,2011,13.514,101.769,Cha Cherngsao Province,Thailand,Land use,Annual,Monocrop,20-30,7,9.3,g_kg,CN analyzer,Maize,Alfisols,2,140
85,2009,17.319,104.852,NA,Laos,Land use,Annual,Monocrop,25-35,40,9.3,g_kg,"Heanes, 1984",Rice,Inceptisols,100,NA
90,2011,14.917,103.417,Korat Plateau,Thailand,Intervention,Fertilization,With fertilization – Chemical fertilizer (37 kg N/ha + 37 kg P/ha + 18 kg K/ha),0-10,0,9.4,g_kg,Walkley and Black,Rice,NA,NA,NA
30,2019,1.154,112.262,Kapuas Hulu regency,Indonesia,Land use,Perennial,Monocrop,12-22,50,9.513,g_kg,CN analyzer,Rubber,Haplic Acrisol,NA,NA
138,2019,14.551,104.937,Mun River Basin,Thailand,Land use,Perennial,Monocrop,10-20,NA,9.54,g_kg,CN analyzer,Oak,NA,NA,NA
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 30 t/ha.2 years empty fruit bunches,10-25,27,9.549,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
85,2009,17.319,104.852,NA,Laos,Land use,Perennial,Monocrop,25-35,NA,9.6,g_kg,"Heanes, 1984",Banana,Dystrochrepts,100,NA
80,2002,18.067,120.533,Magnuang,Philippines,Land use,Annual,Rotation,0-25,1,9.628415301,g_kg,CN analyzer,"Sweet pepper, Indigo",NA,NA,59.5
175,2022,11.94,105.56,Kampong Cham,Cambodia,Land use,Perennial,Monocrop,5-15,60,9.7,g_kg,CN analyzer,Rubber,Ferralsols,< 3.5,57
173,2022,8.9,99.4,"Ban Nasan district, Surat Thani Province",Thailand,Land use,Perennial,Monocrop,0-10,20,9.71,g_kg,CN analyzer,Rubber,Inceptisols,NA,NA
8,2022,-4.554,105.404,Lampung,Indonesia,Intervention,Fertilization,With fertilization – 60 t/ha empty fruit bunches,25-55,27,9.761,g_kg,Walkley and Black,Oil palm,Ultisol (Typic Kandiudults),NA,NA
